plant_id,company_id,parentcomp_id,name,carbon_2000,carbon_2007,carbon_nextdecade,energy_2000,energy_2007,energy_nextdecade,intensity_2000,intensity_2007,intensity_nextdecade,continent,country,iso3,state,city_name,metroarea,county,congdist,zip,latitude,longitude
"20075","VATTENFALL EUROPE AG","0","JANSCHWALDE","26800000.0000","27400000.0000","27600000.0000","25200000.0000","25800000.0000","26000000.0000","2128.1799","2123.5400","2122.3650","Europe","Germany","DEU","Brandenburg","Peitz","","","","0","51.83248","14.45305"
"14153","RWE POWER AG","0","FRIMMERSDORF","23800000.0000","24100000.0000","24200000.0000","21000000.0000","21200000.0000","21300000.0000","2274.8501","2272.1880","2271.5681","Europe","Germany","DEU","Nordrhein-Westfalen","Grevenbroich","","","","0","51.0547","6.575827"
"31142","RWE POWER AG","0","NIEDERAUSSEM","23000000.0000","30400000.0000","30600000.0000","21300000.0000","29600000.0000","29800000.0000","2159.2051","2056.1201","2055.0669","Europe","Germany","DEU","Nordrhein-Westfalen","Bergheim","","","","0","50.99228","6.668831"
"30912","RWE POWER AG","0","NEURATH","21800000.0000","22200000.0000","37100000.0000","19200000.0000","19500000.0000","36300000.0000","2276.6130","2273.6560","2041.8800","Europe","Germany","DEU","Nordrhein-Westfalen","Grevenbroich","","","","0","51.0378","6.615766"
"49187","RWE POWER AG","0","WEISWEILER","21600000.0000","22000000.0000","22200000.0000","19100000.0000","19600000.0000","19800000.0000","2265.3149","2250.5520","2242.7100","Europe","Germany","DEU","Nordrhein-Westfalen","Eschweiler","","","","0","50.83805","6.313576"
"5476","VATTENFALL EUROPE AG","0","BOXBERG","17200000.0000","17500000.0000","23100000.0000","16200000.0000","16500000.0000","22700000.0000","2122.5139","2118.6169","2031.9080","Europe","Germany","DEU","Sachsen","Boxberg","","","","0","51.41926","14.57686"
"25377","VATTENFALL EUROPE AG","0","LIPPENDORF","13400000.0000","13800000.0000","14100000.0000","13700000.0000","14200000.0000","14400000.0000","1958.5601","1952.6580","1949.9780","Europe","Germany","DEU","Sachsen","Bohlen","","","","0","51.2","12.38333"
"40153","E.ON KRAFTWERKE GMBH","0","SCHOLVEN","12100000.0000","12500000.0000","19600000.0000","11200000.0000","11500000.0000","19500000.0000","2165.0210","2159.6770","2008.3900","Europe","Germany","DEU","Nordrhein-Westfalen","Gelsenkirchen","","","","0","51.51","7.11"
"40231","VATTENFALL EUROPE AG","0","SCHWARZE PUMPE","11500000.0000","11900000.0000","12000000.0000","11600000.0000","12000000.0000","12200000.0000","1986.4170","1980.7650","1978.3900","Europe","Germany","DEU","Sachsen","Schwarze Pumpe","","","","0","51.53333","14.35"
"15201","GROSSKRAFTWERK MANNHEIM AG","0","GKM","9368701.0000","9624647.0000","16800000.0000","8439720.0000","8692199.0000","16500000.0000","2220.1450","2214.5481","2029.7430","Europe","Germany","DEU","Baden-Wurttemberg","Mannheim","","","","0","49.5","8.47"
"43107","E.ON KRAFTWERKE GMBH","0","STAUDINGER","7955466.0000","8172243.0000","16700000.0000","7610131.0000","7840923.0000","17100000.0000","2090.7571","2084.5100","1944.4130","Europe","Germany","DEU","Hessen","Grosskrotzenburg","","","","0","50.08333","8.983334"
"48464","RWE POWER AG","0","VOERDE","7918326.0000","8143839.0000","8232319.0000","6716172.0000","6925637.0000","7007971.0000","2357.9880","2351.7949","2349.4160","Europe","Germany","DEU","Nordrhein-Westfalen","Voerde","","","","0","51.6","6.68"
"17333","ENBW ENERGIE BADEN-WURTTEMBERG","0","HEILBRONN","7702803.0000","7908937.0000","8603372.0000","6516508.0000","6707469.0000","7970593.0000","2364.0891","2358.2480","2158.7791","Europe","Germany","DEU","Baden-Wurttemberg","Heilbronn","","","","0","49.14028","9.22"
"40111","E.ON KRAFTWERKE GMBH","0","SCHKOPAU II","6979892.0000","7188427.0000","7273030.0000","6704715.0000","6924094.0000","7013273.0000","2082.0850","2076.3521","2074.0759","Europe","Germany","DEU","Sachsen-Anhalt","Schkopau","","","","0","51.4","11.98333"
"17557","EVONIK STEAG GMBH","0","HERNE","6820050.0000","7001032.0000","7044397.0000","6128396.0000","6306477.0000","6349214.0000","2225.7209","2220.2671","2218.9829","Europe","Germany","DEU","Nordrhein-Westfalen","Herne","","","","0","51.55","7.216667"
"1146","ENBW ENERGIE BADEN-WURTTEMBERG","0","ALTBACH","6302372.0000","6483053.0000","6552035.0000","5753082.0000","5936105.0000","6012428.0000","2190.9551","2184.2781","2179.4971","Europe","Germany","DEU","Baden-Wurttemberg","Altbach","","","","0","48.73333","9.383333"
"4133","GKW BERGKAMEM-A OHG","0","BERGKAMEN","5736205.0000","5890503.0000","5931717.0000","4720623.0000","4859672.0000","4896870.0000","2430.2739","2424.2390","2422.6560","Europe","Germany","DEU","Nordrhein-Westfalen","Bergkamen","","","","0","51.63334","7.633333"
"49157","EVONIK STEAG GMBH","0","WEIHER","5462397.0000","5606907.0000","5640728.0000","4474752.0000","4604377.0000","4634762.0000","2441.4299","2435.4680","2434.0959","Europe","Germany","DEU","Saarland","Quierschied","","","","0","49.31667","7.05"
"37138","VATTENFALL EUROPE AG","0","REUTER WEST","4632327.0000","4758806.0000","4868173.0000","3736628.0000","3848348.0000","3996133.0000","2479.4160","2473.1680","2436.4419","Europe","Germany","DEU","Berlin","Berlin","","","","0","52.51667","13.4"
"17614","E.ON KRAFTWERKE GMBH","0","HEYDEN","4619807.0000","4756764.0000","4820130.0000","3725586.0000","3846545.0000","3902618.0000","2480.0430","2473.2661","2470.2029","Europe","Germany","DEU","Brandenburg","Petershagen","","","","0","52.51667","13.78333"
"48832","EVONIK STEAG GMBH","0","WALSUM","4352984.0000","4469888.0000","4500841.0000","3490903.0000","3593565.0000","3620787.0000","2493.9021","2487.7180","2486.1121","Europe","Germany","DEU","Nordrhein-Westfalen","Duisburg","","","","0","51.43333","6.75"
"38027","KNG KRAFTWERKS- UND NETZGESELL","0","ROSTOCK","4097569.0000","4217701.0000","4264432.0000","3744480.0000","3864709.0000","3911560.0000","2188.5920","2182.6750","2180.4250","Europe","Germany","DEU","Mecklenburg-Vorpommern","Rostock","","","","0","54.09","12.1"
"49710","E.ON KRAFTWERKE GMBH","0","WILHELMSHAVEN","3984335.0000","4094970.0000","6822248.0000","3184797.0000","3281998.0000","6036845.0000","2502.0969","2495.4131","2260.2029","Europe","Germany","DEU","Niedersachsen","Wilhelmshaven","","","","0","53.54","8.11"
"4305","KW BEXBACH VWG MBH","0","BEXBACH C","3943590.0000","4056998.0000","4104152.0000","3133462.0000","3232147.0000","3273252.0000","2517.0820","2510.4050","2507.6899","Europe","Germany","DEU","Saarland","Bexbach","","","","0","49.33333","7.266667"
"19019","RWE POWER AG","0","IBBENBUREN B","3823961.0000","3935670.0000","3985022.0000","3029774.0000","3126703.0000","3169608.0000","2524.2549","2517.4570","2514.5200","Europe","Germany","DEU","Nordrhein-Westfalen","Ibbenburen","","","","0","52.26667","7.733333"
"49273","RWE POWER AG","0","WERNE (GERSTEIN K)","3475687.0000","3577703.0000","3624199.0000","2771933.0000","2861919.0000","2904966.0000","2507.7710","2500.2129","2495.1750","Europe","Germany","DEU","Nordrhein-Westfalen","Werne","","","","0","51.48333","7.3"
"16476","SWB AG","0","HAFEN SWB","3475602.0000","3567582.0000","3589242.0000","2729133.0000","2808217.0000","2826872.0000","2547.0381","2540.8159","2539.3740","Europe","Germany","DEU","Bremen","Bremen","","","","0","53.08","8.81"
"51056","E.ON KRAFTWERKE GMBH","0","ZOLLING","3446710.0000","3540664.0000","3567847.0000","3110846.0000","3204032.0000","3231855.0000","2215.9309","2210.1311","2207.9260","Europe","Germany","DEU","Bayern","Zolling","","","","0","48.45","11.76667"
"36849","ENBW ENERGIE BADEN-WURTTEMBERG","0","RDK (KARLSRUHE)","3295954.0000","3395763.0000","8993588.0000","3404010.0000","3515989.0000","9935145.0000","1936.5120","1931.6121","1810.4590","Europe","Germany","DEU","Baden-Wurttemberg","Karlsruhe","","","","0","49","8.4"
"48515","EVONIK STEAG GMBH","0","VOLKLINGEN-FENNE","3240955.0000","3378827.0000","3409867.0000","2572589.0000","2785769.0000","2817729.0000","2519.6050","2425.7771","2420.2949","Europe","Germany","DEU","Saarland","Volklingen","","","","0","49.25","6.85"
"49440","RWE POWER AG","0","WESTFALEN","3146981.0000","3232375.0000","12300000.0000","2448209.0000","2520954.0000","12000000.0000","2570.8440","2564.4060","2055.7981","Europe","Germany","DEU","Nordrhein-Westfalen","Hamm","","","","0","51.6817","7.81971"
"16816","STADTWERKE HANNOVER AG","0","HANNOVER","3132169.0000","3220749.0000","3252083.0000","2435606.0000","2511038.0000","2537769.0000","2571.9829","2565.2729","2562.9460","Europe","Germany","DEU","Niedersachsen","Hannover","","","","0","52.4","9.73"
"29845","STADTWERKE MUNCHEN GMBH","0","MUNCHEN NORD","3043571.0000","3132315.0000","3167483.0000","2360361.0000","2435732.0000","2465657.0000","2578.9041","2571.9709","2569.2810","Europe","Germany","DEU","Bayern","Unterfohring","","","","0","48.2","11.63333"
"22515","E.ON KRAFTWERKE GMBH","0","KNEPPER","2961101.0000","3038624.0000","3055116.0000","2290501.0000","2356166.0000","2370155.0000","2585.5491","2579.2949","2577.9880","Europe","Germany","DEU","Nordrhein-Westfalen","Dortmund","","","","0","51.51667","7.45"
"49248","SUDWESTFALEN ENERGIE WASSER","0","WERDOHL-ELVERLINGSEN","2960338.0000","3043443.0000","3074761.0000","2657623.0000","2738615.0000","2769118.0000","2227.8091","2222.6140","2220.7510","Europe","Germany","DEU","Nordrhein-Westfalen","Werdohl","","","","0","51.27","7.76"
"22058","GKW KIEL GMBH","0","KIEL","2740062.0000","2811120.0000","8614767.0000","2411331.0000","2479804.0000","8439865.0000","2272.6550","2267.2109","2041.4470","Europe","Germany","DEU","Nordrhein-Westfalen","Kiel","","","","0","50.91667","6.9"
"26211","EVONIK STEAG GMBH","0","LUNEN","2617642.0000","2688295.0000","2709134.0000","2001580.0000","2060739.0000","2078215.0000","2615.5759","2609.0591","2607.1741","Europe","Germany","DEU","Nordrhein-Westfalen","Lunen","","","","0","51.61666","7.516667"
"10290","E.ON KRAFTWERKE GMBH","0","DATTELN","2538935.0000","2604775.0000","8234588.0000","1935854.0000","1990822.0000","7794529.0000","2623.0649","2616.7830","2112.9150","Europe","Germany","DEU","Nordrhein-Westfalen","Datteln","","","","0","51.66667","7.383333"
"47920","GKW WESER","0","VELTHEIM","2451918.0000","2520562.0000","2546597.0000","2087717.0000","2153632.0000","2183450.0000","2348.8979","2340.7549","2332.6360","Europe","Germany","DEU","Nordrhein-Westfalen","Porta Westfalica","","","","0","52.21667","8.933333"
"26667","KRAFTWERK MAINZ-WIESBADEN AG","0","MAINZ","2423017.0000","2861435.0000","8706621.0000","2231509.0000","3413325.0000","9383437.0000","2171.6399","1676.6260","1855.7419","Europe","Germany","DEU","Rheinland-Pfalz","Mainz","","","","0","50","8.271111"
"49258","HULS AG","0","WERK MARL","2396661.0000","2461997.0000","2482749.0000","2014164.0000","2073832.0000","2093305.0000","2379.8069","2374.3450","2372.0859","Europe","Germany","DEU","Nordrhein-Westfalen","Marl","","","","0","51.68","7.12"
"50035","VW KRAFTWERK GMBH","0","WOLFSBURG WEST","2343961.0000","2408311.0000","2428021.0000","1773866.0000","1827194.0000","1843556.0000","2642.7710","2636.0750","2634.0630","Europe","Germany","DEU","Niedersachsen","Wolfsburg","","","","0","52.43333","10.8"
"43307","STADTWERKE HANNOVER AG","0","STOCKEN","2090910.0000","2150137.0000","2171294.0000","1565521.0000","1614085.0000","1631460.0000","2671.2000","2664.2190","2661.7800","Europe","Germany","DEU","Niedersachsen","Hannover","","","","0","53.18333","8.516666"
"6399","BKB AG","0","BUSCHHAUS","1964738.0000","2022595.0000","2049139.0000","1462503.0000","1509668.0000","1531349.0000","2686.8159","2679.5229","2676.2549","Europe","Germany","DEU","Sachsen-Anhalt","Helmstedt","","","","0","53.57","7.22"
"37137","VATTENFALL EUROPE AG","0","REUTER","1923915.0000","1973517.0000","1982326.0000","1429300.0000","1469650.0000","1476827.0000","2692.1069","2685.6970","2684.5750","Europe","Germany","DEU","Berlin","Berlin","","","","0","52.51667","13.4"
"13152","E.ON KRAFTWERKE GMBH","0","FARGE 301","1904745.0000","1955614.0000","1969148.0000","1620100.0000","1667477.0000","1680103.0000","2351.3921","2345.5969","2344.0811","Europe","Germany","DEU","Bremen","Bremen","","","","0","53.08","8.81"
"38441","VVS SAARBRUCKEN","0","SAARBRUCKEN","1859688.0000","1913414.0000","1934125.0000","1377324.0000","1420900.0000","1437731.0000","2700.4370","2693.2419","2690.5239","Europe","Germany","DEU","Saarland","Saarbrucken","","","","0","49.25","6.97"
"11421","STADTWERKE DUISBURG AG","0","DUISBURG-MITTE","1843574.0000","1893231.0000","1906719.0000","1364154.0000","1404388.0000","1415334.0000","2702.8831","2696.1660","2694.3740","Europe","Germany","DEU","Nordrhein-Westfalen","Duisburg","","","","0","51.43","6.75"
"32068","VATTENFALL EUROPE AG","0","OBERHAVEL","1676122.0000","1719328.0000","1726982.0000","1229234.0000","1263929.0000","1270086.0000","2727.0991","2720.6069","2719.4719","Europe","Germany","DEU","Berlin","Berlin","","","","0","52.52","13.38"
"50034","VW KRAFTWERK GMBH","0","WOLFSBURG NORD","1668907.0000","1716079.0000","1732793.0000","1223449.0000","1261319.0000","1274759.0000","2728.2019","2721.0879","2718.6189","Europe","Germany","DEU","Niedersachsen","Wolfsburg","","","","0","52.43333","10.8"
"12525","RWE POWER AG","0","ENSDORF RWE","1649521.0000","1694620.0000","1709211.0000","1207914.0000","1244079.0000","1255799.0000","2731.1880","2724.2971","2722.1101","Europe","Germany","DEU","Saarland","Ensdorf","","","","0","49.3","6.783333"
"22458","VATTENFALL EUROPE AG","0","KLINGENBERG","1495126.0000","1536033.0000","7324434.0000","1084823.0000","1117325.0000","6892820.0000","2756.4419","2749.4839","2125.2361","Europe","Germany","DEU","Berlin","Berlin","","","","0","52.51667","13.4"
"45410","VATTENFALL EUROPE AG","0","TIEFSTACK ERSATZ","1475021.0000","1702465.0000","1744388.0000","1068878.0000","1529953.0000","1588445.0000","2759.9419","2225.5129","2196.3469","Europe","Germany","DEU","Hamburg","Hamburg","","","","0","53.55","10"
"355","E.ON WESTFALEN WESER AG","0","AFFERDE","1419679.0000","1456606.0000","1464041.0000","1025096.0000","1054293.0000","1060178.0000","2769.8450","2763.1909","2761.8760","Europe","Germany","DEU","Niedersachsen","Hameln","","","","0","52.11","9.35"
"26117","BASF AG","0","LUDWIGSHAFEN","1419347.0000","1457699.0000","1468549.0000","1101051.0000","1134318.0000","1145157.0000","2578.1670","2570.1760","2564.8000","Europe","Germany","DEU","Rheinland-Pfalz","Ludwigshafen","","","","0","49.48111","8.435278"
"15408","RWE POWER AG","0","GOLDENBERG","1411637.0000","1452448.0000","1468238.0000","1018747.0000","1051001.0000","1063504.0000","2771.3181","2763.9309","2761.1331","Europe","Germany","DEU","Nordrhein-Westfalen","Hurth","","","","0","50.89","6.89"
"17086","SWB AG","0","HASTEDT","1384783.0000","1424052.0000","1438312.0000","1282428.0000","1322018.0000","1336517.0000","2159.6270","2154.3601","2152.3291","Europe","Germany","DEU","Bremen","Bremen","","","","0","53.08","8.81"
"17959","MAINOVA AG","0","HKW WEST","1337123.0000","1376444.0000","1392911.0000","1123551.0000","1160895.0000","1178636.0000","2380.1741","2371.3501","2363.5991","Europe","Germany","DEU","Hessen","Frankfurt am Main","","","","0","50.11666","8.683333"
"25081","BAYER AG","0","LEVERKUSEN WORKS","1231620.0000","1265521.0000","1277028.0000","885105.8125","912009.0000","921677.3125","2782.9900","2775.2390","2771.0959","Europe","Germany","DEU","Nordrhein-Westfalen","Leverkusen","","","","0","51.01667","6.983333"
"24650","STADTWERKE DUSSELDORF AG","0","LAUSWARD","1227095.0000","1263768.0000","4368585.0000","1339243.0000","1385053.0000","3957879.0000","1832.5200","1824.8660","2207.5381","Europe","Germany","DEU","Nordrhein-Westfalen","Dusseldorf","","","","0","51.21667","6.766667"
"13570","STADTWERKE FLENSBURG GMBH","0","FLENSBURG","1214916.0000","1249319.0000","1262603.0000","864539.6250","891349.1250","901720.5000","2810.5500","2803.2080","2800.4309","Europe","Germany","DEU","Schleswig-Holstein","Flensburg","","","","0","54.79","9.42"
"12524","ENERGIS GMBH","0","ENSDORF ENERGIS","1201346.0000","1233583.0000","1242716.0000","853984.1875","879078.5000","886199.0000","2813.5081","2806.5371","2804.5991","Europe","Germany","DEU","Saarland","Ensdorf","","","","0","49.3","6.783333"
"8136","ENVIA MITTELDEUTSCHE ENERGIE","0","CHEMNITZ NORD","1177077.0000","1210623.0000","1223174.0000","951446.1875","981531.3125","993695.6250","2474.2900","2466.8040","2461.8679","Europe","Germany","DEU","Sachsen","Chemnitz","","","","0","50.83","12.92"
"12224","WUPPERTALER STADTWERKE AG","0","ELBERFELD","1085762.0000","1115568.0000","1124925.0000","764542.8125","787526.1250","794752.5000","2840.2920","2833.0950","2830.8811","Europe","Germany","DEU","Nordrhein-Westfalen","Wuppertal","","","","0","51.26","7.18"
"28839","VATTENFALL EUROPE AG","0","MOABIT","893954.8750","919855.3750","930301.6875","634487.5000","654948.3125","664046.3750","2817.8799","2808.9409","2801.9180","Europe","Germany","DEU","Berlin","Berlin","","","","0","52.51667","13.4"
"5650","BRAUNSCHWEIGER VERSORGUNGS-AG","0","BRAUNSCHWEIG MITTE","821548.3750","844083.3125","850974.6875","563582.5000","580511.0000","585696.3750","2915.4500","2908.0701","2905.8560","Europe","Germany","DEU","Niedersachsen","Braunschweig","","","","0","52.27","10.51"
"40840","E.ON KRAFTWERKE GMBH","0","SHAMROCK","802283.1250","823901.3750","830110.0000","549144.3750","565348.1250","570009.1250","2921.9380","2914.6689","2912.6201","Europe","Germany","DEU","Nordrhein-Westfalen","Herne","","","","0","51.55","7.216667"
"25178","VATTENFALL EUROPE AG","0","LICHTERFELDE","765418.3750","787047.3125","795231.6875","1497797.0000","1543694.0000","1561132.0000","1022.0590","1019.6930","1018.7880","Europe","Germany","DEU","Berlin","Berlin","","","","0","52.51667","13.4"
"6140","E.ON KRAFTWERKE GMBH","0","BUER","722210.1250","742133.6250","748426.3750","489491.6875","504279.4062","508957.8125","2950.8569","2943.3430","2941.0149","Europe","Germany","DEU","Nordrhein-Westfalen","Gelsenkirchen","","","","0","51.51","7.11"
"31723","ENERGIEVERSORGUNG SACHSEN OST","0","NOSSENER","696449.6250","714537.8125","718069.3750","470428.9062","483807.6875","486423.5938","2960.9131","2953.8091","2952.4451","Europe","Germany","DEU","Sachsen","Dresden","","","","0","51.05","13.74"
"10651","MITTELDEUT BRAUNKOHL (MIBRAG)","0","DEUBEN","688319.8750","708335.8125","716446.8750","464426.9062","479216.9062","485222.0938","2964.1689","2956.2219","2953.0681","Europe","Germany","DEU","Sachsen-Anhalt","Deuben","","","","0","51.11666","12.06667"
"13579","STADTWERKE DUSSELDORF AG","0","FLINGERN","672702.5000","692018.8750","699399.3125","482805.5938","498339.0000","505082.3125","2786.6389","2777.3020","2769.4470","Europe","Germany","DEU","Nordrhein-Westfalen","Dusseldorf","","","","0","51.28","6.77"
"29882","ENBW ENERGIE BADEN-WURTTEMBERG","0","MUNSTER NEUBAU","647910.3750","666040.3750","672564.1250","456056.8125","470734.3125","477655.9062","2841.3579","2829.7930","2816.1030","Europe","Germany","DEU","Baden-Wurttemberg","Stuggart","","","","0","48.16667","9.633333"
"12439","RWE POWER AG","0","EMSLAND LINGEN","641556.6250","663497.3125","1614203.0000","1214016.0000","1258862.0000","4174907.0000","1056.9170","1054.1230","773.2879","Europe","Germany","DEU","Niedersachsen","Lingen","","","","0","52.51667","7.316667"
"14984","RWE POWER AG","0","GERSTEINWERK","636509.8750","657823.1250","673809.0000","1203719.0000","1247253.0000","1279979.0000","1057.5720","1054.8350","1052.8440","Europe","Germany","DEU","Nordrhein-Westfalen","Werne","","","","0","51.67","7.63"
"9525","VATTENFALL EUROPE AG","0","COTTBUS CHP","578482.0000","598340.3750","609110.3125","384012.3125","398452.4062","406302.8125","3012.8301","3003.3220","2998.3069","Europe","Germany","DEU","Brandenburg","Cottbus","","","","0","51.77","14.33"
"11163","RWE POWER AG","0","DORMAGEN RWE","524655.8750","551545.1875","575648.8750","1521299.0000","1587768.0000","1636469.0000","689.7473","694.7428","703.5256","Europe","Germany","DEU","Nordrhein-Westfalen","Dormagen","","","","0","51.08","6.84"
"35718","AES CORP","0","PREMNITZ","521698.6875","536649.3125","542264.1250","342983.0000","353746.6875","357796.6875","3042.1260","3034.0879","3031.1289","Europe","Germany","DEU","Brandenburg","Premnitz","","","","0","52.53333","12.33333"
"45355","VATTENFALL EUROPE AG","0","THYROW","511813.0938","528215.8750","537777.8750","951433.0000","984366.6250","1003601.0000","1075.8781","1073.2100","1071.6970","Europe","Germany","DEU","Brandenburg","Thyrow","","","","0","52.25","13.23333"
"48655","RWE POWER AG","0","WACHTBERG","505696.4062","521157.1875","529173.3750","331494.0000","342593.5000","348360.8125","3051.0139","3042.4231","3038.0769","Europe","Germany","DEU","Nordrhein-Westfalen","Wachtberg","","","","0","50.63","7.11"
"37892","ELECTRABEL DEUTSCHLAND AG","0","ROMERBRUCKE","491919.5938","574406.6250","589266.6250","376038.5938","492292.8125","507785.3125","2616.3250","2333.5969","2320.9280","Europe","Germany","DEU","Saarland","Saarbrucken","","","","0","49.23333","7"
"42999","DOW DEUTSCHLAND","0","STADE DOW","469080.0938","482848.1875","488985.0938","866031.8750","893482.8750","905738.3125","1083.2860","1080.8220","1079.7490","Europe","Germany","DEU","Niedersachsen","Stade","","","","0","53.6","9.483334"
"30907","SWN STADTWERKE NEUMUNSTER GMBH","0","NEUMUNSTER","444141.4062","456450.5938","460657.5938","296621.3125","305703.5938","308985.0938","2994.6699","2986.2300","2981.7461","Europe","Germany","DEU","Schleswig-Holstein","Neumunster","","","","0","54.07","9.98"
"28054","RWE POWER AG","0","MEPPEN","442686.9062","458037.4062","470528.1875","813586.6875","844060.3125","868916.3125","1088.2350","1085.3190","1083.0229","Europe","Germany","DEU","Niedersachsen","Meppen","","","","0","52.68333","7.316667"
"49753","VATTENFALL EUROPE AG","0","WILMERSDORF","418246.3125","430407.4062","436012.0000","973409.8750","1004406.0000","1018719.0000","859.3425","857.0387","856.0006","Europe","Germany","DEU","Berlin","Berlin","","","","0","52.51667","13.4"
"14130","WURZBURGER VERSORGUNGS VERK","0","FRIEDENSBRUCKE","418007.8125","515720.8125","612588.3750","269168.3125","416792.0000","587532.3125","3105.9221","2474.7161","2085.2930","Europe","Germany","DEU","Bayern","Wurzburg","","","","0","49.8","9.94"
"26120","RWE POWER AG","0","LUDWIGSHAFEN KW SUD","398497.0000","414693.1875","428178.5938","854196.8125","888990.8125","915621.3750","933.0333","932.9527","935.2743","Europe","Germany","DEU","Rheinland-Pfalz","Ludwigshafen","","","","0","49.48111","8.435278"
"28756","VATTENFALL EUROPE AG","0","MITTE BERLIN","395932.5000","412754.6875","427144.3125","1015102.0000","1054877.0000","1083287.0000","780.0839","782.5643","788.6078","Europe","Germany","DEU","Berlin","Berlin","","","","0","52.51667","13.4"
"19389","E.ON KRAFTWERKE GMBH","0","INGOLSTADT","385002.0000","398864.8125","411545.5938","889113.8125","924186.0000","956366.8750","866.0355","863.1699","860.6438","Europe","Germany","DEU","Bayern","Grossmehring","","","","0","48.76667","11.53333"
"37664","E.ON KRAFTWERKE GMBH","0","ROBERT FRANK","383500.6875","396835.5938","407804.4062","696896.3125","723070.3750","744652.8750","1100.5959","1097.6400","1095.2870","Europe","Germany","DEU","Niedersachsen","Landesbergen","","","","0","52.56667","9.133333"
"13964","E.ON KRAFTWERKE GMBH","0","FRANKEN I","381505.4062","394748.5938","405522.0938","695983.3125","722052.8750","743122.3125","1096.3060","1093.4060","1091.4010","Europe","Germany","DEU","Bayern","Nurnberg","","","","0","49.44778","11.06833"
"29846","STADTWERKE MUNCHEN GMBH","0","MUNCHEN SUD","380300.0000","755251.6250","773911.3750","913699.8125","2087519.0000","2126137.0000","832.4398","723.5877","727.9978","Europe","Germany","DEU","Bayern","Munchen","","","","0","48.7","13.46667"
"22063","STADTWERKE KIEL AG","0","KIEL-WIK","379710.4062","390061.5000","393360.0938","242316.5000","249549.9062","251858.7031","3134.0029","3126.1201","3123.6570","Europe","Germany","DEU","Schleswig-Holstein","Kiel","","","","0","54.33333","10.13333"
"16624","SALZGITTER AG","0","HALLENDORF","375046.1875","386249.0938","801501.5000","1002798.0000","1032067.0000","2106653.0000","747.9999","748.4963","760.9243","Europe","Germany","DEU","Niedersachsen","Hallendorf","","","","0","52.15","10.38333"
"14456","ENBW ENERGIE BADEN-WURTTEMBERG","0","GAISBURG","363808.3125","374602.0938","380021.4062","654432.8125","675408.6250","685943.8750","1111.8280","1109.2610","1108.0250","Europe","Germany","DEU","Baden-Wurttemberg","Gaisburg","","","","0","48.78333","9.216667"
"4135","SCHERING AG","0","BERGKAMEN SCHERING","351806.0938","362909.5000","368343.3125","230167.5000","238178.7969","242202.0938","3056.9570","3047.3711","3041.6189","Europe","Germany","DEU","Nordrhein-Westfalen","Bergkamen","","","","0","51.62","7.63"
"48697","MITTELDEUT BRAUNKOHL (MIBRAG)","0","WAHLITZ","346168.4062","356605.1875","361194.0938","219006.0000","226237.2969","229423.0938","3161.2690","3152.4890","3148.7151","Europe","Germany","DEU","Sachsen-Anhalt","Hohenmolsen","","","","0","51.15","12.08333"
"25307","STADTWERKE HANNOVER AG","0","LINDEN HANNOVER","345718.6875","355787.5938","360241.5000","623130.8750","642730.1875","651413.3125","1109.6180","1107.1140","1106.0310","Europe","Germany","DEU","Niedersachsen","Hannover","","","","0","53.18333","8.516666"
"34411","SWP STADTWERKE PFORZHEIM GMBH","0","PFORZHEIM","343504.0000","353654.8125","358253.5938","268381.3125","277357.3125","282173.1875","2559.8210","2550.1750","2539.2461","Europe","Germany","DEU","Baden-Wurttemberg","Pforzheim","","","","0","48.89","8.69"
"7998","VATTENFALL EUROPE AG","0","CHARLOTTENBURG","337866.8125","347654.1875","351874.0000","614976.8125","634292.3750","642658.8125","1098.7950","1096.1949","1095.0570","Europe","Germany","DEU","Berlin","Berlin","","","","0","52.51667","13.4"
"21431","KASSLER FERNWARME GMBH","0","KASSEL FWK","337762.0000","347276.5000","350607.8125","213196.2969","219772.7969","222079.5938","3168.5549","3160.3230","3157.4971","Europe","Germany","DEU","Hessen","Kassel","","","","0","51.31667","9.5"
"28759","SWB AG","0","MITTELSBUREN","336097.6875","347765.5938","355203.6875","850523.6250","879407.3750","897067.6875","790.3312","790.9089","791.9217","Europe","Germany","DEU","Bremen","Bremen","","","","0","53.08333","8.8"
"10629","DVV-STADTWERKE DESSAU MBH","0","DESSAU","329188.4062","339748.8125","345383.0000","216946.2031","224834.5938","229674.2969","3034.7480","3022.2109","3007.5901","Europe","Germany","DEU","Sachsen-Anhalt","Dessau","","","","0","51.83","12.22"
"4512","STADTWERKE BIELEFELD GMBH","0","BIELEFELD","328683.0000","338217.6875","342495.0938","214167.9062","221174.5000","224788.5000","3069.3960","3058.3779","3047.2649","Europe","Germany","DEU","Nordrhein-Westfalen","Bielefeld","","","","0","52.03","8.53"
"12389","E.ON KRAFTWERKE GMBH","0","EMDEN","327768.8125","339550.8125","349991.5000","584786.8750","607501.8750","627670.3125","1120.9850","1117.8590","1115.2080","Europe","Germany","DEU","Niedersachsen","Emden","","","","0","53.37","7.21"
"25070","EVONIK STEAG GMBH","0","LEUNA-WERKE","313140.0000","325067.6875","334526.5000","603558.1250","627589.6250","645912.6875","1037.6460","1035.9240","1035.8260","Europe","Germany","DEU","Sachsen-Anhalt","Leuna","","","","0","51.31667","12.01667"
