sp.ID time endTime t.ID station_european_code PM10 x y 
ES0016R 2005-06-08 2005-06-09 5273 ES0016R 19 -7.7047219999999959 42.6347220003729250
ES1488A 2005-06-08 2005-06-09 5273 ES1488A 11.792 -2.5013890000000027 42.6533330003840590
ES1489A 2005-06-08 2005-06-09 5273 ES1489A 12.87 -3.2313890000000018 42.8752780005143560
ES1491A 2005-06-08 2005-06-09 5273 ES1491A 15.136 -2.7038889999999998 43.4061110008084300
ES1599A 2005-06-08 2005-06-09 5273 ES1599A 13.045 -2.1550000000000029 43.2505560007248350
ES1614A 2005-06-08 2005-06-09 5273 ES1614A 52.179 -4.2041690000000003 40.3791659988096750
ES1616A 2005-06-08 2005-06-09 5273 ES1616A 13.134 -5.9397220000000068 39.8491669983837080
ES1654A 2005-06-08 2005-06-09 5273 ES1654A 36.5 -5.6663889999999997 37.9966669967400820
ES1660A 2005-06-08 2005-06-09 5273 ES1660A 23.573 -1.5855559999999991 42.2083330001099240
ES1661A 2005-06-08 2005-06-09 5273 ES1661A 23.909 -1.6269440000000031 42.0747220000242950
ES1662A 2005-06-08 2005-06-09 5273 ES1662A 30.712 -1.8083330000000040 42.3083340001730120
ES1716A 2005-06-08 2005-06-09 5273 ES1716A 25.167 -6.4400060000000048 37.2849999960515820
FI00351 2005-06-08 2005-06-09 5273 FI00351 6.329 27.6713909999999750 60.5261119982636660
FR18039 2005-06-08 2005-06-09 5273 FR18039 19 1.6116670000000044 50.1294440023188630
FR18034 2005-06-08 2005-06-09 5273 FR18034 23 2.3397280000000036 49.7266650023415830
FR33120 2005-06-08 2005-06-09 5273 FR33120 17 6.8700000000000001 45.9225000018553900
FR01004 2005-06-08 2005-06-09 5273 FR01004 18 6.2716640000000003 49.3324720023506060
FR20045 2005-06-08 2005-06-09 5273 FR20045 15 4.9805449999999984 45.7318080017964020
FR10014 2005-06-08 2005-06-09 5273 FR10014 27 2.1430640000000039 50.9816670022270770
FR21019 2005-06-08 2005-06-09 5273 FR21019 21 -0.3527780000000007 49.1516670023503220
FR30033 2005-06-08 2005-06-09 5273 FR30033 17 5.7855560000000015 49.0658060023491980
FR02005 2005-06-08 2005-06-09 5273 FR02005 25 5.0644439999999964 43.4050000008078460
FR18019 2005-06-08 2005-06-09 5273 FR18019 26 2.4827780000000033 49.2763890023508110
FR34043 2005-06-08 2005-06-09 5273 FR34043 20 1.9559529999999985 48.3904440023179490
FR25045 2005-06-08 2005-06-09 5273 FR25045 22 0.9571779999999983 49.9163610023325360
FR35006 2005-06-08 2005-06-09 5273 FR35006 17 1.7600000000000002 45.2600000016360510
FR04328 2005-06-08 2005-06-09 5273 FR04328 17 2.6466670000000021 48.3544440023151840
GB0036R 2005-06-08 2005-06-09 5273 GB0036R 24.667 -1.3266750000000029 51.5711100021301260
GB0006R 2005-06-08 2005-06-09 5273 GB0006R 14.917 -7.8989019999999890 54.4394450013083070
GB0617A 2005-06-08 2005-06-09 5273 GB0617A 18.708 0.6344560000000009 51.4552800021513190
IT1672A 2005-06-08 2005-06-09 5273 IT1672A 5 10.4302780000000050 44.2997220012464650
IT1179A 2005-06-08 2005-06-09 5273 IT1179A 8 11.9611110000000040 44.8397220014759630
IT1646A 2005-06-08 2005-06-09 5273 IT1646A NA 9.7138890000000000 45.8519440018339420
IT1121A 2005-06-08 2005-06-09 5273 IT1121A 25 7.5600000000000005 45.1755560016052020
IT1343A 2005-06-08 2005-06-09 5273 IT1343A 10 10.9122220000000030 45.4625020017073920
NL00918 2005-06-08 2005-06-09 5273 NL00918 15.938 5.5738949999999985 52.9180560018124590
NL00818 2005-06-08 2005-06-09 5273 NL00818 18.579 6.0180699999999998 52.6550030018845310
NL00631 2005-06-08 2005-06-09 5273 NL00631 12.44 5.6194470000000027 52.4494440019375720
NL00230 2005-06-08 2005-06-09 5273 NL00230 19.114 5.1489020000000005 51.5194440021397000
NL00444 2005-06-08 2005-06-09 5273 NL00444 18.713 4.5102860000000007 52.2980540019747480
NL00722 2005-06-08 2005-06-09 5273 NL00722 16.379 6.6058390000000013 52.0924990020225850
NL00807 2005-06-08 2005-06-09 5273 NL00807 11.766 6.4036140000000037 52.3891680019525620
NL00235 2005-06-08 2005-06-09 5273 NL00235 16.807 4.3602860000000021 51.4350010021548840
NL00934 2005-06-08 2005-06-09 5273 NL00934 16.026 6.2775090000000038 53.3316650016897710
NL00318 2005-06-08 2005-06-09 5273 NL00318 19.446 3.7494580000000002 51.2952770021788210
NL00929 2005-06-08 2005-06-09 5273 NL00929 17.414 6.9333330000000020 52.8766630018241130
NL00131 2005-06-08 2005-06-09 5273 NL00131 19.44 5.8536139999999994 51.5411110021356930
NL00738 2005-06-08 2005-06-09 5273 NL00738 16.547 5.7086189999999997 52.1124990020180480
NL00437 2005-06-08 2005-06-09 5273 NL00437 19.814 4.4508409999999996 51.7874980020879720
NL00538 2005-06-08 2005-06-09 5273 NL00538 13.326 5.0508420000000021 52.8047220018440910
NL00633 2005-06-08 2005-06-09 5273 NL00633 13.987 4.8383360000000035 52.1388890020120640
PL0026A 2005-06-08 2005-06-09 5273 PL0026A 4.458 15.2319600000000100 51.2280600021898070
PL0062A 2005-06-08 2005-06-09 5273 PL0062A 3.333 15.6682549999999970 51.0123130022226830
PL0094A 2005-06-08 2005-06-09 5273 PL0094A 6.632 19.2333340000000030 52.1433330020110400
PL0182A 2005-06-08 2005-06-09 5273 PL0182A 4 14.3821700000000040 53.1222970017532820
PT05012 2005-06-08 2005-06-09 5273 PT05012 33.971 -7.6786220000000087 37.3124999960786990
PT03096 2005-06-08 2005-06-09 5273 PT03096 62.571 -8.2819580000000030 39.2113909978439490
PT02019 2005-06-08 2005-06-09 5273 PT02019 81.458 -8.6708360000000031 40.5894429989728000
PT02020 2005-06-08 2005-06-09 5273 PT02020 32.875 -7.1752860000000007 40.1352809986162600
PT01048 2005-06-08 2005-06-09 5273 PT01048 19.042 -7.7958450000000035 41.3744429995509580
SE0012R 2005-06-08 2005-06-09 5273 SE0012R 4.544 17.3819579999999940 58.8011089992333990
SE0035R 2005-06-08 2005-06-09 5273 SE0035R 5.287 19.7672269999999980 64.2497179961645630
SI0033A 2005-06-08 2005-06-09 5273 SI0033A 11.148 16.1961100000000010 46.6525000020501470
AT0ENK1 2005-06-09 2005-06-10 5274 AT0ENK1 9 13.6711140000000050 48.3916700023180510
AT30202 2005-06-09 2005-06-10 5274 AT30202 9.3 15.9194479999999960 48.1061100022927660
AT4S108 2005-06-09 2005-06-10 5274 AT4S108 3.4 14.5747279999999930 48.5311130023277780
AT30502 2005-06-09 2005-06-10 5274 AT30502 13.1 15.0466789999999970 48.8786090023445470
AT30603 2005-06-09 2005-06-10 5274 AT30603 19.6 16.4333319999999960 48.0861090022907260
AT0ILL1 2005-06-09 2005-06-10 5274 AT0ILL1 8 16.7664029999999930 47.7700000022536810
AT60182 2005-06-09 2005-06-10 5274 AT60182 9.3 14.2436199999999980 47.5672230022251770
AT60156 2005-06-09 2005-06-10 5274 AT60156 4.7 15.8819579999999920 47.3480530021901700
AT10002 2005-06-09 2005-06-10 5274 AT10002 7.1 16.1930640000000030 47.3041650021826640
AT11002 2005-06-09 2005-06-10 5274 AT11002 7.1 16.1931951495004260 47.3042350123343380
AT0PIL1 2005-06-09 2005-06-10 5274 AT0PIL1 7 15.9422300000000020 48.7211110023382400
AT30102 2005-06-09 2005-06-10 5274 AT30102 13.8 14.5627889999999990 48.2266650023043230
AT30302 2005-06-09 2005-06-10 5274 AT30302 9.1 16.6766740000000060 48.0508310022870120
AT0VOR1 2005-06-09 2005-06-10 5274 AT0VOR1 3 12.9719470000000050 46.6797220020564230
AT0ZOE2 2005-06-09 2005-06-10 5274 AT0ZOE2 6 14.4413949999999930 47.8386120022624790
BELHR01 2005-06-09 2005-06-10 5274 BELHR01 26 4.0160560000000007 50.7270000022606030
BETN016 2005-06-09 2005-06-10 5274 BETN016 18 5.1639780000000011 51.2336530021889090
BETN054 2005-06-09 2005-06-10 5274 BETN054 22 5.1031580000000023 50.7117060022624810
BETN012 2005-06-09 2005-06-10 5274 BETN012 19 3.3625329999999991 51.2545720021855050
BETN029 2005-06-09 2005-06-10 5274 BETN029 18 2.5823220000000040 51.0162780022221510
CH0051A 2005-06-09 2005-06-10 5274 CH0051A 11 6.0051889999999961 46.1625520019248300
CH0004R 2005-06-09 2005-06-10 5274 CH0004R 7.8 6.9792029999999992 47.0494690021354880
CH0033A 2005-06-09 2005-06-10 5274 CH0033A 7.2 8.9339420000000000 46.1603700019242280
CH0002R 2005-06-09 2005-06-10 5274 CH0002R 9.3 6.9444690000000007 46.8130570020863890
CH0005R 2005-06-09 2005-06-10 5274 CH0005R 9 8.4633390000000066 47.0674060021389740
CH0024A 2005-06-09 2005-06-10 5274 CH0024A 14.4 7.1483329999999992 46.1389920019182400
CH0003R 2005-06-09 2005-06-10 5274 CH0003R 8.7 8.9046959999999942 47.4797710022117410
CY0002R 2005-06-09 2005-06-10 5274 CY0002R 39.475 33.0580600000000050 35.0391649937171650
CZ0MBEL 2005-06-09 2005-06-10 5274 CZ0MBEL 14 17.8041689999999950 49.5869450023462760
CZ0MDST 2005-06-09 2005-06-10 5274 CZ0MDST 9 16.9608419999999920 49.9319460023316780
CZ0JDUK 2005-06-09 2005-06-10 5274 CZ0JDUK 19 16.1344549999999960 49.0955540023496650
CZ0LFRU 2005-06-09 2005-06-10 5274 CZ0LFRU 7.292 15.0819579999999980 50.9383350022331310
CZ0MJES 2005-06-09 2005-06-10 5274 CZ0MJES 8.375 17.1911159999999900 50.2425000023100450
CZ0JKOS 2005-06-09 2005-06-10 5274 CZ0JKOS 10.304 15.0802890000000000 49.5727770023466830
CZ0JKRI 2005-06-09 2005-06-10 5274 CZ0JKRI 20 16.0986249999999980 49.3836140023501710
CZ0UKRU 2005-06-09 2005-06-10 5274 CZ0UKRU 10.417 13.8489030000000040 50.6963880022642780
CZ0BKUC 2005-06-09 2005-06-10 5274 CZ0BKUC 9 16.0858589999999990 48.8811110023445960
CZ0ULOM 2005-06-09 2005-06-10 5274 CZ0ULOM 17.875 13.6730610000000040 50.5855560022769880
CZ0UMED 2005-06-09 2005-06-10 5274 CZ0UMED 9.375 13.1319580000000030 50.4280590022933380
CZ0BMIS 2005-06-09 2005-06-10 5274 CZ0BMIS 9.708 16.7250079999999990 48.7922210023413500
CZ0TNUJ 2005-06-09 2005-06-10 5274 CZ0TNUJ 27 18.7438980000000050 49.5941660023460570
CZ0KPRB 2005-06-09 2005-06-10 5274 CZ0KPRB 9.083 12.6180700000000030 50.3727760022986150
CZ0LRAD 2005-06-09 2005-06-10 5274 CZ0LRAD 16 15.0844549999999950 50.6247220022726050
CZ0USNZ 2005-06-09 2005-06-10 5274 CZ0USNZ 7.958 14.0863909999999990 50.7883340022530160
CZ0LSOU 2005-06-09 2005-06-10 5274 CZ0LSOU 6.125 15.3219470000000030 50.7894440022528500
CZ0TSTD 2005-06-09 2005-06-10 5274 CZ0TSTD 13.333 18.0913940000000050 49.7216680023417370
CZ0ESVR 2005-06-09 2005-06-10 5274 CZ0ESVR 9.237 16.0361140000000010 49.7352790023412150
CZ0UTUS 2005-06-09 2005-06-10 5274 CZ0UTUS 33.583 13.3338940000000060 50.3797190022979750
CZ0EUOR 2005-06-09 2005-06-10 5274 CZ0EUOR 15 16.4222280000000080 49.9802780023288310
CZ0UVAL 2005-06-09 2005-06-10 5274 CZ0UVAL 6.875 14.5161250000000020 50.9730570022282730
CZ0TVER 2005-06-09 2005-06-10 5274 CZ0TVER 17.417 18.4244500000000000 49.9250030023320550
DESH001 2005-06-09 2005-06-10 5274 DESH001 20.083 9.5859110000000065 53.6705710015810030
DENI063 2005-06-09 2005-06-10 5274 DENI063 19.409 9.6850299999999958 53.5241800016289060
DEBY109 2005-06-09 2005-06-10 5274 DEBY109 9.292 11.2201720000000050 47.9687540022780250
DEBE056 2005-06-09 2005-06-10 5274 DEBE056 11.864 13.6470129999999920 52.4477500019380050
DEBE032 2005-06-09 2005-06-10 5274 DEBE032 9.8 13.2258560000000060 52.4730910019316070
DEHE046 2005-06-09 2005-06-10 5274 DEHE046 10.957 8.9281710000000061 51.4308970021556180
DESL019 2005-06-09 2005-06-10 5274 DESL019 10.652 6.5520359999999984 49.4168850023497800
DENW081 2005-06-09 2005-06-10 5274 DENW081 12.833 6.8745529999999997 51.8620000020726050
DESH008.1 2005-06-09 2005-06-10 5274 DESH008 15 10.2406229999999920 54.0932330014354080
DESN049 2005-06-09 2005-06-10 5274 DESN049 9 12.6111249999999940 50.4313220022930370
DESN076.1 2005-06-09 2005-06-10 5274 DESN076 10 13.0094049999999990 51.3037720021774110
DETH026 2005-06-09 2005-06-10 5274 DETH026 9.583 10.3752989999999980 50.5617520022795620
DEBW004 2005-06-09 2005-06-10 5274 DEBW004 10.783 8.4038380000000021 49.0824280023494590
DEBW004.1 2005-06-09 2005-06-10 5274 DEBW004 10 8.4039164428761612 49.0824985196908370
DENI059 2005-06-09 2005-06-10 5274 DENI059 25.833 8.8012200000000060 53.8301700015273430
DEHE028 2005-06-09 2005-06-10 5274 DEHE028 9.042 8.8172500000000031 49.6534650023442200
DEMV017 2005-06-09 2005-06-10 5274 DEMV017 9.333 11.3629649999999960 53.3023520016988430
DEMV004 2005-06-09 2005-06-10 5274 DEMV004 11.708 12.0647079999999980 53.8177750015315510
DEBB053 2005-06-09 2005-06-10 5274 DEBB053 8.333 14.0152530000000010 52.5638350019084300
DENW063 2005-06-09 2005-06-10 5274 DENW063 15.333 8.9505970000000072 51.8309520020790590
DETH061 2005-06-09 2005-06-10 5274 DETH061 9.333 11.6612329999999980 50.7916160022525670
DERP014 2005-06-09 2005-06-10 5274 DERP014 10.875 7.1934860000000000 49.7410350023409930
DENI031 2005-06-09 2005-06-10 5274 DENI031 19.083 8.0905900000000042 53.5961700016055150
DEMV012 2005-06-09 2005-06-10 5274 DEMV012 11.125 14.2574069999999970 53.5204560016301020
DEBB065 2005-06-09 2005-06-10 5274 DEBB065 13.222 12.5613889999999970 52.1942250019993000
DEBY013 2005-06-09 2005-06-10 5274 DEBY013 8.75 12.7813850000000040 48.1828350023002730
DEBY047 2005-06-09 2005-06-10 5274 DEBY047 11.5 11.7216049999999970 50.3232420023031180
DENW065 2005-06-09 2005-06-10 5274 DENW065 12.833 8.1919339999999981 50.9303280022342410
DEUB030 2005-06-09 2005-06-10 5274 DEUB030 6.75 13.0316609999999980 53.1413040017476420
DEUB030.1 2005-06-09 2005-06-10 5274 DEUB030 5 13.0317923680784200 53.1413486474054860
DETH027 2005-06-09 2005-06-10 5274 DETH027 9.25 11.1345909999999990 50.4999550022861500
DEBY049 2005-06-09 2005-06-10 5274 DEBY049 8.125 11.7778169999999970 48.8532110023436560
DEBW103 2005-06-09 2005-06-10 5274 DEBW103 6.583 8.7538340000000048 49.4648130023490470
DEBW103.1 2005-06-09 2005-06-10 5274 DEBW103 5 8.7539560666284881 49.4648933203486220
DENI058 2005-06-09 2005-06-10 5274 DENI058 23.542 7.2139800000000029 53.7153000015661350
DERP017 2005-06-09 2005-06-10 5274 DERP017 9.542 7.8265209999999996 49.2702630023508380
DESN051.1 2005-06-09 2005-06-10 5274 DESN051 10 13.6750050000000060 51.1195110022068210
DEHE043 2005-06-09 2005-06-10 5274 DEHE043 31.409 8.5167969999999968 49.8251610023372680
DEUB004 2005-06-09 2005-06-10 5274 DEUB004 10.208 7.9080360000000036 47.9132580022715970
DEUB004.1 2005-06-09 2005-06-10 5274 DEUB004 12 7.9081153736684522 47.9133422037547520
DEUB029 2005-06-09 2005-06-10 5274 DEUB029 8.667 10.7695330000000010 50.6540660022692530
DEUB029.1 2005-06-09 2005-06-10 5274 DEUB029 9 10.7696745005308760 50.6541543627288890
DESN074.1 2005-06-09 2005-06-10 5274 DESN074 7 13.4650770000000040 50.6590970022686800
DEBW031 2005-06-09 2005-06-10 5274 DEBW031 6.208 7.7643499999999985 47.8084690022586540
DEBW031.1 2005-06-09 2005-06-10 5274 DEBW031 8 7.7644810689407517 47.8085172754588610
DEBW087 2005-06-09 2005-06-10 5274 DEBW087 14.261 9.2077469999999995 48.3454020023144370
DEBW087.1 2005-06-09 2005-06-10 5274 DEBW087 14 9.2078332777978300 48.3454842027857620
DENW064 2005-06-09 2005-06-10 5274 DENW064 18.708 6.2810700000000015 50.6532360022693600
DENW068 2005-06-09 2005-06-10 5274 DENW068 15.792 8.1480609999999984 51.5706600021302040
DENI019 2005-06-09 2005-06-10 5274 DENI019 10.292 9.5777140000000003 51.7597500020935190
DEBB066 2005-06-09 2005-06-10 5274 DEBB066 10.625 14.0570640000000040 51.8975980020651520
DEBY072 2005-06-09 2005-06-10 5274 DEBY072 8.083 12.5488699999999990 49.4384650023494670
DEST098 2005-06-09 2005-06-10 5274 DEST098 12.042 11.0433829999999970 51.6624520021127440
DEUB005 2005-06-09 2005-06-10 5274 DEUB005 13.381 10.7567329999999950 52.8007700018451870
DEUB005.1 2005-06-09 2005-06-10 5274 DEUB005 9 10.7568529225801230 52.8008507098599080
DEHE051 2005-06-09 2005-06-10 5274 DEHE051 7.625 9.9358619999999984 50.4977110022863800
DEBW030 2005-06-09 2005-06-10 5274 DEBW030 4.708 9.5730159999999991 48.8844870023447130
DEBW030.1 2005-06-09 2005-06-10 5274 DEBW030 7 9.5730949828509910 48.8845377239942490
DENI060 2005-06-09 2005-06-10 5274 DENI060 10.583 11.1670500000000030 52.9570200018014110
DERP015 2005-06-09 2005-06-10 5274 DERP015 10.958 6.3806220000000016 50.2663190023080800
DEUB001 2005-06-09 2005-06-10 5274 DEUB001 22.667 8.3082080000000094 54.9249690011186400
DEUB001.1 2005-06-09 2005-06-10 5274 DEUB001 12 8.3083051706363769 54.9250363042573970
DERP016 2005-06-09 2005-06-10 5274 DERP016 10.792 7.9727170000000029 50.7667500022557120
DERP028 2005-06-09 2005-06-10 5274 DERP028 11.25 7.7324560000000035 50.4245680022937040
DERP013 2005-06-09 2005-06-10 5274 DERP013 13.25 7.2935220000000029 49.4231380023496880
DEHE024 2005-06-09 2005-06-10 5274 DEHE024 9.292 9.7745890000000042 51.2917570021793740
DENI051 2005-06-09 2005-06-10 5274 DENI051 10.5 10.6124800000000070 51.7581600020938520
DEST089 2005-06-09 2005-06-10 5274 DEST089 NA 11.1723500000000000 52.5931690019008190
DEUB028 2005-06-09 2005-06-10 5274 DEUB028 10.958 12.7219379999999940 54.4369850013092250
DEUB028.1 2005-06-09 2005-06-10 5274 DEUB028 11 12.7220496166098640 54.4370684133207450
DK0041A 2005-06-09 2005-06-10 5274 DK0041A 20.5 12.1186110000000000 55.6944470007928980
ES0007R 2005-06-09 2005-06-10 5274 ES0007R 22 -3.5341670000000041 37.2372219960043720
ES0008R 2005-06-09 2005-06-10 5274 ES0008R 24 -4.8500000000000041 43.4391670008259110
ES0009R 2005-06-09 2005-06-10 5274 ES0009R 20 -3.1425000000000032 41.2741669994798390
ES0010R 2005-06-09 2005-06-10 5274 ES0010R NA 3.3158330000000000 42.3191670001797680
ES0011R 2005-06-09 2005-06-10 5274 ES0011R 25 -6.9236110000000028 38.4733329971844780
ES0012R 2005-06-09 2005-06-10 5274 ES0012R 22 -1.1000000000000016 39.0833329977321570
ES0013R 2005-06-09 2005-06-10 5274 ES0013R 23 -5.8974999999999991 41.2388889994546370
ES0014R 2005-06-09 2005-06-10 5274 ES0014R 20 0.7347219999999969 41.3938889995646660
ES0015R 2005-06-09 2005-06-10 5274 ES0015R 29 -4.3530580000000016 39.5211109981096630
ES0016R 2005-06-09 2005-06-10 5274 ES0016R 25 -7.7047219999999959 42.6347220003729250
ES1488A 2005-06-09 2005-06-10 5274 ES1488A 15.25 -2.5013890000000027 42.6533330003840590
ES1489A 2005-06-09 2005-06-10 5274 ES1489A 18.958 -3.2313890000000018 42.8752780005143560
ES1491A 2005-06-09 2005-06-10 5274 ES1491A 18.083 -2.7038889999999998 43.4061110008084300
ES1599A 2005-06-09 2005-06-10 5274 ES1599A 16.333 -2.1550000000000029 43.2505560007248350
ES1614A 2005-06-09 2005-06-10 5274 ES1614A 54.909 -4.2041690000000003 40.3791659988096750
ES1616A 2005-06-09 2005-06-10 5274 ES1616A 16.916 -5.9397220000000068 39.8491669983837080
ES1654A 2005-06-09 2005-06-10 5274 ES1654A 26.667 -5.6663889999999997 37.9966669967400820
ES1660A 2005-06-09 2005-06-10 5274 ES1660A 36.292 -1.5855559999999991 42.2083330001099240
ES1661A 2005-06-09 2005-06-10 5274 ES1661A 29.545 -1.6269440000000031 42.0747220000242950
ES1662A 2005-06-09 2005-06-10 5274 ES1662A 41.87 -1.8083330000000040 42.3083340001730120
ES1716A 2005-06-09 2005-06-10 5274 ES1716A 22.667 -6.4400060000000048 37.2849999960515820
FI00351 2005-06-09 2005-06-10 5274 FI00351 6.508 27.6713909999999750 60.5261119982636660
FR18039 2005-06-09 2005-06-10 5274 FR18039 18 1.6116670000000044 50.1294440023188630
FR18034 2005-06-09 2005-06-10 5274 FR18034 22 2.3397280000000036 49.7266650023415830
FR33120 2005-06-09 2005-06-10 5274 FR33120 14 6.8700000000000001 45.9225000018553900
FR01004 2005-06-09 2005-06-10 5274 FR01004 13 6.2716640000000003 49.3324720023506060
FR20045 2005-06-09 2005-06-10 5274 FR20045 16 4.9805449999999984 45.7318080017964020
FR10014 2005-06-09 2005-06-10 5274 FR10014 26 2.1430640000000039 50.9816670022270770
FR21019 2005-06-09 2005-06-10 5274 FR21019 21 -0.3527780000000007 49.1516670023503220
FR30033 2005-06-09 2005-06-10 5274 FR30033 15 5.7855560000000015 49.0658060023491980
FR02005 2005-06-09 2005-06-10 5274 FR02005 22 5.0644439999999964 43.4050000008078460
FR18019 2005-06-09 2005-06-10 5274 FR18019 24 2.4827780000000033 49.2763890023508110
FR34043 2005-06-09 2005-06-10 5274 FR34043 18 1.9559529999999985 48.3904440023179490
FR25045 2005-06-09 2005-06-10 5274 FR25045 18 0.9571779999999983 49.9163610023325360
FR35006 2005-06-09 2005-06-10 5274 FR35006 17 1.7600000000000002 45.2600000016360510
FR04328 2005-06-09 2005-06-10 5274 FR04328 14 2.6466670000000021 48.3544440023151840
GB0036R 2005-06-09 2005-06-10 5274 GB0036R 29.5 -1.3266750000000029 51.5711100021301260
GB0006R 2005-06-09 2005-06-10 5274 GB0006R 10.208 -7.8989019999999890 54.4394450013083070
GB0617A 2005-06-09 2005-06-10 5274 GB0617A 20.261 0.6344560000000009 51.4552800021513190
IT1672A 2005-06-09 2005-06-10 5274 IT1672A 4 10.4302780000000050 44.2997220012464650
IT1179A 2005-06-09 2005-06-10 5274 IT1179A 6 11.9611110000000040 44.8397220014759630
IT1646A 2005-06-09 2005-06-10 5274 IT1646A NA 9.7138890000000000 45.8519440018339420
IT1121A 2005-06-09 2005-06-10 5274 IT1121A 21 7.5600000000000005 45.1755560016052020
IT1343A 2005-06-09 2005-06-10 5274 IT1343A 13 10.9122220000000030 45.4625020017073920
NL00918 2005-06-09 2005-06-10 5274 NL00918 12.515 5.5738949999999985 52.9180560018124590
NL00818 2005-06-09 2005-06-10 5274 NL00818 14.901 6.0180699999999998 52.6550030018845310
NL00631 2005-06-09 2005-06-10 5274 NL00631 13.09 5.6194470000000027 52.4494440019375720
NL00230 2005-06-09 2005-06-10 5274 NL00230 20.995 5.1489020000000005 51.5194440021397000
NL00444 2005-06-09 2005-06-10 5274 NL00444 19.165 4.5102860000000007 52.2980540019747480
NL00722 2005-06-09 2005-06-10 5274 NL00722 17.263 6.6058390000000013 52.0924990020225850
NL00807 2005-06-09 2005-06-10 5274 NL00807 12.809 6.4036140000000037 52.3891680019525620
NL00235 2005-06-09 2005-06-10 5274 NL00235 19.106 4.3602860000000021 51.4350010021548840
NL00934 2005-06-09 2005-06-10 5274 NL00934 18.186 6.2775090000000038 53.3316650016897710
NL00318 2005-06-09 2005-06-10 5274 NL00318 14.385 3.7494580000000002 51.2952770021788210
NL00929 2005-06-09 2005-06-10 5274 NL00929 20.232 6.9333330000000020 52.8766630018241130
NL00131 2005-06-09 2005-06-10 5274 NL00131 19.083 5.8536139999999994 51.5411110021356930
NL00738 2005-06-09 2005-06-10 5274 NL00738 19.47 5.7086189999999997 52.1124990020180480
NL00437 2005-06-09 2005-06-10 5274 NL00437 17.659 4.4508409999999996 51.7874980020879720
NL00538 2005-06-09 2005-06-10 5274 NL00538 14.483 5.0508420000000021 52.8047220018440910
NL00633 2005-06-09 2005-06-10 5274 NL00633 20.266 4.8383360000000035 52.1388890020120640
PL0026A 2005-06-09 2005-06-10 5274 PL0026A 7.875 15.2319600000000100 51.2280600021898070
PL0062A 2005-06-09 2005-06-10 5274 PL0062A 5.333 15.6682549999999970 51.0123130022226830
PL0094A 2005-06-09 2005-06-10 5274 PL0094A NA 19.2333340000000030 52.1433330020110400
PL0182A 2005-06-09 2005-06-10 5274 PL0182A 9 14.3821700000000040 53.1222970017532820
PT05012 2005-06-09 2005-06-10 5274 PT05012 22.283 -7.6786220000000087 37.3124999960786990
PT03096 2005-06-09 2005-06-10 5274 PT03096 47.346 -8.2819580000000030 39.2113909978439490
PT02019 2005-06-09 2005-06-10 5274 PT02019 66.833 -8.6708360000000031 40.5894429989728000
PT02020 2005-06-09 2005-06-10 5274 PT02020 37.714 -7.1752860000000007 40.1352809986162600
PT01048 2005-06-09 2005-06-10 5274 PT01048 42.708 -7.7958450000000035 41.3744429995509580
SE0012R 2005-06-09 2005-06-10 5274 SE0012R 5.648 17.3819579999999940 58.8011089992333990
SE0035R 2005-06-09 2005-06-10 5274 SE0035R 5.583 19.7672269999999980 64.2497179961645630
SI0033A 2005-06-09 2005-06-10 5274 SI0033A 13.665 16.1961100000000010 46.6525000020501470
AT0ENK1 2005-06-10 2005-06-11 5275 AT0ENK1 10 13.6711140000000050 48.3916700023180510
AT30202 2005-06-10 2005-06-11 5275 AT30202 9.1 15.9194479999999960 48.1061100022927660
AT4S108 2005-06-10 2005-06-11 5275 AT4S108 3.1 14.5747279999999930 48.5311130023277780
AT30502 2005-06-10 2005-06-11 5275 AT30502 13.2 15.0466789999999970 48.8786090023445470
AT30603 2005-06-10 2005-06-11 5275 AT30603 21.3 16.4333319999999960 48.0861090022907260
AT0ILL1 2005-06-10 2005-06-11 5275 AT0ILL1 9 16.7664029999999930 47.7700000022536810
AT60182 2005-06-10 2005-06-11 5275 AT60182 11.3 14.2436199999999980 47.5672230022251770
AT60156 2005-06-10 2005-06-11 5275 AT60156 5.4 15.8819579999999920 47.3480530021901700
AT10002 2005-06-10 2005-06-11 5275 AT10002 7.9 16.1930640000000030 47.3041650021826640
AT11002 2005-06-10 2005-06-11 5275 AT11002 7.9 16.1931951495004260 47.3042350123343380
AT0PIL1 2005-06-10 2005-06-11 5275 AT0PIL1 8 15.9422300000000020 48.7211110023382400
AT30102 2005-06-10 2005-06-11 5275 AT30102 13.6 14.5627889999999990 48.2266650023043230
AT30302 2005-06-10 2005-06-11 5275 AT30302 7.6 16.6766740000000060 48.0508310022870120
AT0VOR1 2005-06-10 2005-06-11 5275 AT0VOR1 4 12.9719470000000050 46.6797220020564230
AT0ZOE2 2005-06-10 2005-06-11 5275 AT0ZOE2 8 14.4413949999999930 47.8386120022624790
BELHR01 2005-06-10 2005-06-11 5275 BELHR01 32 4.0160560000000007 50.7270000022606030
BETN016 2005-06-10 2005-06-11 5275 BETN016 24 5.1639780000000011 51.2336530021889090
BETN054 2005-06-10 2005-06-11 5275 BETN054 31 5.1031580000000023 50.7117060022624810
BETN012 2005-06-10 2005-06-11 5275 BETN012 25 3.3625329999999991 51.2545720021855050
BETN029 2005-06-10 2005-06-11 5275 BETN029 21 2.5823220000000040 51.0162780022221510
